,CODE,SERIAL,NAME,TYPE1,TYPE2,COLOR,ABILITY1,ABILITY2,ABILITY HIDDEN,GENERATION,HEIGHT,WEIGHT,HP,ATK,DEF,SP_ATK,SP_DEF,SPD,TOTAL
824,#082,#741,Oricorio,Electric,Flying,Red,0,0,Cacophony ,7,0.6,3.4,75,70,70,98,70,93,476
825,#082,#741,Oricorio,Psychic,Flying,Red,0,0,Cacophony ,7,0.6,3.4,75,70,70,98,70,93,476
826,#082,#741,Oricorio,Ghost,Flying,Red,0,0,Cacophony ,7,0.6,3.4,75,70,70,98,70,93,476
827,#083,#742,Cutiefly,Bug,Fairy,Yellow,Honey Gather,Shield Dust,Sweet Veil ,7,0.1,0.2,40,45,40,55,40,84,304
828,#084,#743,Ribombee,Bug,Fairy,Yellow,Honey Gather,Shield Dust,Sweet Veil ,7,0.2,0.5,60,55,60,95,70,124,464
829,#103,#744,Rockruff,Rock,0,Brown,Keen Eye,Vital SpiritRockruff,Steadfast ,7,0.5,9.2,45,65,40,30,40,60,280
830,#104,#745,Lycanroc,Rock,0,Brown,Keen Eye,Sand RushMidday Form,SteadfastMidday Form ,7,0.8,25.0,75,115,65,55,65,112,487
831,#110,#746,Wishiwashi,Water,0,Blue,0,0,Cacophony ,7,0.2,0.3,45,20,20,25,25,40,175
832,#113,#747,Mareanie,Poison,Water,Blue,Merciless,Limber,Regenerator ,7,0.4,8.0,50,53,62,43,52,45,305
833,#114,#748,Toxapex,Poison,Water,Blue,Merciless,Limber,Regenerator ,7,0.7,14.5,50,63,152,53,142,35,495
834,#132,#749,Mudbray,Ground,0,Brown,Own Tempo,Stamina,Inner Focus ,7,1.0,110.0,70,100,70,45,55,45,385
835,#133,#750,Mudsdale,Ground,0,Brown,Own Tempo,Stamina,Inner Focus ,7,2.5,920.0,100,125,100,55,85,35,500
836,#141,#751,Dewpider,Water,Bug,Green,Water Bubble,0,Water Absorb ,7,0.3,4.0,38,40,52,40,72,27,269
837,#142,#752,Araquanid,Water,Bug,Green,Water Bubble,0,Water Absorb ,7,1.8,82.0,68,70,92,50,132,42,454
838,#143,#753,Fomantis,Grass,0,Pink,Leaf Guard,0,Contrary ,7,0.3,1.5,40,55,35,50,35,35,250
839,#144,#754,Lurantis,Grass,0,Pink,Leaf Guard,0,Contrary ,7,0.9,18.5,70,105,90,80,90,45,480
840,#145,#755,Morelull,Grass,Fairy,Purple,Illuminate,Effect Spore,Rain Dish ,7,0.2,1.5,40,35,55,65,75,15,285
841,#146,#756,Shiinotic,Grass,Fairy,Purple,Illuminate,Effect Spore,Rain Dish ,7,1.0,11.5,60,45,80,90,100,30,405
842,#161,#757,Salandit,Poison,Fire,Black,Corrosion,0,Oblivious ,7,0.6,4.8,48,44,40,71,40,77,320
843,#162,#758,Salazzle,Poison,Fire,Black,Corrosion,0,Oblivious ,7,1.2,22.2,68,64,60,111,60,117,480
844,#169,#759,Stufful,Normal,Fighting,Pink,Fluffy,Klutz,Cute Charm ,7,0.5,6.8,70,75,50,45,50,50,340
845,#170,#760,Bewear,Normal,Fighting,Pink,Fluffy,Klutz,Unnerve ,7,2.1,135.0,120,125,80,55,60,60,500
846,#171,#761,Bounsweet,Grass,0,Purple,Leaf Guard,Oblivious,Sweet Veil ,7,0.3,3.2,42,30,38,30,38,32,210
847,#172,#762,Steenee,Grass,0,Purple,Leaf Guard,Oblivious,Sweet Veil ,7,0.7,8.2,52,40,48,40,48,62,290
848,#173,#763,Tsareena,Grass,0,Purple,Leaf Guard,Queenly Majesty,Sweet Veil ,7,1.2,21.4,72,120,98,50,98,72,510
849,#174,#764,Comfey,Fairy,0,Green,Flower Veil,Triage,Natural Cure ,7,0.1,0.3,51,52,90,82,110,100,485
850,#176,#765,Oranguru,Normal,Psychic,White,Inner Focus,Telepathy,Symbiosis ,7,1.5,76.0,90,60,80,90,110,60,490
851,#177,#766,Passimian,Fighting,0,White,Receiver,0,Defiant ,7,2.0,82.8,100,120,90,40,60,80,490
852,#182,#767,Wimpod,Bug,Water,Gray,0,0,Cacophony ,7,0.5,12.0,25,35,40,20,30,80,230
853,#183,#768,Golisopod,Bug,Water,Gray,0,0,Cacophony ,7,2.0,108.0,75,125,140,60,90,40,530
854,#186,#769,Sandygast,Ghost,Ground,Brown,Water Compaction,0,Sand Veil ,7,0.5,70.0,55,55,80,70,45,15,320
855,#187,#770,Palossand,Ghost,Ground,Brown,Water Compaction,0,Sand Veil ,7,1.3,250.0,85,75,110,100,75,35,480
856,#200,#771,Pyukumuku,Water,0,Black,Innards Out,0,Unaware ,7,0.3,1.2,55,60,130,30,130,5,410
857,#203,#772,Type: Null,Normal,0,Gray,0,0,Cacophony ,7,1.9,120.5,95,95,95,95,95,59,534
858,#204,#773,Silvally,Normal,0,Gray,0,0,Cacophony ,7,2.3,100.5,95,95,95,95,95,95,570
859,#213,#774,Minior,Rock,Flying,Brown,0,0,Cacophony ,7,0.3,40.0,60,60,100,60,100,60,440
860,#222,#775,Komala,Normal,0,Blue,0,0,Cacophony ,7,0.4,19.9,65,115,65,75,95,65,480
861,#224,#776,Turtonator,Fire,Dragon,Red,0,0,Cacophony ,7,2.0,212.0,60,78,135,91,85,36,485
862,#225,#777,Togedemaru,Electric,Steel,Gray,Iron Barbs,Lightning Rod,Sturdy ,7,0.3,3.3,65,98,63,40,73,96,435
863,#242,#778,Mimikyu,Ghost,Fairy,Yellow,0,0,Cacophony ,7,0.2,0.7,55,90,80,50,105,96,476
864,#243,#779,Bruxish,Water,Psychic,Pink,Dazzling,Strong Jaw,Wonder Skin ,7,0.9,19.0,68,105,70,70,70,92,475
865,#244,#780,Drampa,Normal,Dragon,White,Berserk,Sap Sipper,Cloud Nine ,7,3.0,185.0,78,60,85,135,91,36,485
866,#263,#781,Dhelmise,Ghost,Grass,Green,0,0,Cacophony ,7,3.9,210.0,70,131,100,86,90,40,517
867,#271,#782,Jangmo-o,Dragon,0,Gray,Bulletproof,Soundproof,Overcoat ,7,0.6,29.7,45,55,65,45,45,45,300
868,#272,#783,Hakamo-o,Dragon,Fighting,Gray,Bulletproof,Soundproof,Overcoat ,7,1.2,47.0,55,75,90,65,70,65,420
869,#273,#784,Kommo-o,Dragon,Fighting,Gray,Bulletproof,Soundproof,Overcoat ,7,1.6,78.2,75,110,125,100,105,85,600
870,#285,#785,Tapu Koko,Electric,Fairy,Yellow,Electric Surge,0,Telepathy ,7,1.8,20.5,70,115,85,95,75,130,570
871,#286,#786,Tapu Lele,Psychic,Fairy,Pink,Psychic Surge,0,Telepathy ,7,1.2,18.6,70,85,75,130,115,95,570
872,#287,#787,Tapu Bulu,Grass,Fairy,Red,Grassy Surge,0,Telepathy ,7,1.9,45.5,70,130,115,85,95,75,570
873,#288,#788,Tapu Fini,Water,Fairy,Purple,Misty Surge,0,Telepathy ,7,1.3,21.2,70,75,115,95,130,85,570
874,#289,#789,Cosmog,Psychic,0,Blue,0,0,Cacophony ,7,0.2,0.1,43,29,31,29,31,37,200
875,#290,#790,Cosmoem,Psychic,0,Blue,0,0,Cacophony ,7,0.1,999.9,43,29,131,29,131,37,400
876,#291,#791,Solgaleo,Psychic,Steel,White,0,0,Cacophony ,7,3.4,230.0,137,137,107,113,89,97,680
877,#292,#792,Lunala,Psychic,Ghost,Purple,0,0,Cacophony ,7,4.0,120.0,137,113,89,137,107,97,680
878,#293,#793,Nihilego,Rock,Poison,White,0,0,Cacophony ,7,1.2,55.5,109,53,47,127,131,103,570
879,#294,#794,Buzzwole,Bug,Fighting,Red,0,0,Cacophony ,7,2.4,333.6,107,139,139,53,53,79,570
880,#295,#795,Pheromosa,Bug,Fighting,White,0,0,Cacophony ,7,1.8,25.0,71,137,37,137,37,151,570
881,#296,#796,Xurkitree,Electric,0,Black,0,0,Cacophony ,7,3.8,100.0,83,89,71,173,71,83,570
882,#297,#797,Celesteela,Steel,Flying,Green,0,0,Cacophony ,7,9.2,999.9,97,101,103,107,101,61,570
883,#298,#798,Kartana,Grass,Steel,White,0,0,Cacophony ,7,0.3,0.1,59,181,131,59,31,109,570
884,#299,#799,Guzzlord,Dark,Dragon,Black,0,0,Cacophony ,7,5.5,888.0,223,101,53,97,53,43,570
885,#300,#800,Necrozma,Psychic,0,Black,Prism Armor,0,Cacophony ,7,2.4,230.0,97,107,101,127,89,79,600
886,#301,#801,Magearna,Steel,Fairy,Gray,0,0,Cacophony ,7,1.0,80.5,80,95,115,130,115,65,600
887,#302,#802,Marshadow,Fighting,Ghost,Gray,0,0,Cacophony ,7,0.7,22.2,90,125,80,90,90,125,600
888,#261,#803,Poipole,Poison,0,Purple,0,0,Cacophony ,7,0.6,1.8,67,73,67,73,67,73,420
889,#262,#804,Naganadel,Poison,Dragon,Purple,0,0,Cacophony ,7,3.6,150.0,73,73,73,127,73,121,540
890,#392,#805,Stakataka,Rock,Steel,Gray,0,0,Cacophony ,7,5.5,820.0,61,131,211,53,101,13,570
891,#393,#806,Blacephalon,Fire,Ghost,White,0,0,Cacophony ,7,1.8,13.0,53,127,53,151,79,107,570
892,#403,#807,Zeraora,Electric,0,Yellow,0,0,Cacophony ,7,1.5,44.5,88,112,75,102,80,143,600
893,#---,#808,Meltan,Steel,0,Gray,0,0,Cacophony ,7,0.2,8.0,46,65,65,55,35,34,300
894,#---,#809,Melmetal,Steel,0,Gray,0,0,Cacophony ,7,2.5,800.0,135,143,143,80,65,34,600
895,#001,#810,Grookey,Grass,0,Green,Overgrow,0,Grassy Surge ,8,0.3,5.0,50,65,50,40,40,65,310
896,#002,#811,Thwackey,Grass,0,Green,Overgrow,0,Grassy Surge ,8,0.7,14.0,70,85,70,55,60,80,420
897,#003,#812,Rillaboom,Grass,0,Green,Overgrow,0,Grassy Surge ,8,2.1,90.0,100,125,90,60,70,85,530
898,#004,#813,Scorbunny,Fire,0,White,Blaze,0,Libero ,8,0.3,4.5,50,71,40,40,40,69,310
899,#005,#814,Raboot,Fire,0,Gray,Blaze,0,Libero ,8,0.6,9.0,65,86,60,55,60,94,420
900,#006,#815,Cinderace,Fire,0,White,Blaze,0,Libero ,8,1.4,33.0,80,116,75,65,75,119,530
901,#007,#816,Sobble,Water,0,Blue,Torrent,0,Sniper ,8,0.3,4.0,50,40,40,70,40,70,310
902,#008,#817,Drizzile,Water,0,Blue,Torrent,0,Sniper ,8,0.7,11.5,65,60,55,95,55,90,420
903,#009,#818,Inteleon,Water,0,Blue,Torrent,0,Sniper ,8,1.9,45.2,70,85,65,125,65,120,530
904,#024,#819,Skwovet,Normal,0,Brown,Cheek Pouch,0,Gluttony ,8,0.3,2.5,70,55,55,35,35,25,275
905,#025,#820,Greedent,Normal,0,Brown,Cheek Pouch,0,Gluttony ,8,0.6,6.0,120,95,95,55,75,20,460
906,#021,#821,Rookidee,Flying,0,Blue,Keen Eye,Unnerve,Big Pecks ,8,0.2,1.8,38,47,35,33,35,57,245
907,#022,#822,Corvisquire,Flying,0,Blue,Keen Eye,Unnerve,Big Pecks ,8,0.8,16.0,68,67,55,43,55,77,365
908,#023,#823,Corviknight,Flying,Steel,Purple,Pressure,Unnerve,Mirror Armor ,8,2.2,75.0,98,87,105,53,85,67,495
909,#010,#824,Blipbug,Bug,0,Blue,Swarm,Compound Eyes,Telepathy ,8,0.4,8.0,25,20,20,25,45,45,180
910,#011,#825,Dottler,Bug,Psychic,Yellow,Swarm,Compound Eyes,Telepathy ,8,0.4,19.5,50,35,80,50,90,30,335
911,#012,#826,Orbeetle,Bug,Psychic,Red,Swarm,Frisk,Telepathy ,8,0.4,40.8,60,45,110,80,120,90,505
912,#029,#827,Nickit,Dark,0,Brown,Run Away,Unburden,Stakeout ,8,0.6,8.9,40,28,28,47,52,50,245
913,#030,#828,Thievul,Dark,0,Brown,Run Away,Unburden,Stakeout ,8,1.2,19.9,70,58,58,87,92,90,455
914,#126,#829,Gossifleur,Grass,0,Green,Cotton Down,Regenerator,Effect Spore ,8,0.4,2.2,40,40,60,40,60,10,250
915,#127,#830,Eldegoss,Grass,0,Green,Cotton Down,Regenerator,Effect Spore ,8,0.5,2.5,60,50,90,80,120,60,460
916,#034,#831,Wooloo,Normal,0,White,Fluffy,Run Away,Bulletproof ,8,0.6,6.0,42,40,55,40,45,48,270
917,#035,#832,Dubwool,Normal,0,White,Fluffy,Steadfast,Bulletproof ,8,1.3,43.0,72,80,100,60,90,88,490
918,#042,#833,Chewtle,Water,0,Green,Strong Jaw,Shell Armor,Swift Swim ,8,0.3,8.5,50,64,50,38,38,44,284
919,#043,#834,Drednaw,Water,Rock,Green,Strong Jaw,Shell Armor,Swift Swim ,8,1.0,115.5,90,115,90,48,68,74,485
920,#046,#835,Yamper,Electric,0,Yellow,Ball Fetch,0,Rattled ,8,0.3,13.5,59,45,50,40,50,26,270
921,#047,#836,Boltund,Electric,0,Yellow,Strong Jaw,0,Competitive ,8,1.0,34.0,69,90,60,90,60,121,490
922,#161,#837,Rolycoly,Rock,0,Black,Steam Engine,Heatproof,Flash Fire ,8,0.3,12.0,30,40,50,40,50,30,240
923,#162,#838,Carkol,Rock,Fire,Black,Steam Engine,Flame Body,Flash Fire ,8,1.1,78.0,80,60,90,60,70,50,410
924,#163,#839,Coalossal,Rock,Fire,Black,Steam Engine,Flame Body,Flash Fire ,8,2.8,310.5,110,80,120,80,90,30,510
925,#205,#840,Applin,Grass,Dragon,Green,Ripen,Gluttony,Bulletproof ,8,0.2,0.5,40,40,80,40,40,20,260
926,#206,#841,Flapple,Grass,Dragon,Green,Ripen,Gluttony,Hustle ,8,0.3,1.0,70,110,80,95,60,70,485
927,#207,#842,Appletun,Grass,Dragon,Green,Ripen,Gluttony,Thick Fat ,8,0.4,13.0,110,85,80,100,80,30,485
928,#312,#843,Silicobra,Ground,0,Green,Sand Spit,Shed Skin,Sand Veil ,8,2.2,7.6,52,57,75,35,50,46,315
929,#313,#844,Sandaconda,Ground,0,Green,Sand Spit,Shed Skin,Sand Veil ,8,3.8,65.5,72,107,125,65,70,71,510
930,#309,#845,Cramorant,Flying,Water,Blue,0,0,Cacophony ,8,0.8,18.0,70,85,55,85,95,85,475
931,#180,#846,Arrokuda,Water,0,Brown,Swift Swim,0,Propeller Tail ,8,0.5,1.0,41,63,40,40,30,66,280
932,#181,#847,Barraskewda,Water,0,Brown,Swift Swim,0,Propeller Tail ,8,1.3,30.0,61,123,60,60,50,136,490
933,#310,#848,Toxel,Electric,Poison,Purple,Rattled,Static,Klutz ,8,0.4,11.0,40,38,35,54,35,40,242
934,#311,#849,Toxtricity,Electric,Poison,Purple,Punk Rock,PlusAmped Form,Technician ,8,1.6,40.0,75,98,70,114,70,75,502
935,#159,#850,Sizzlipede,Fire,Bug,Red,Flash Fire,White Smoke,Flame Body ,8,0.7,1.0,50,65,45,50,50,45,305
936,#160,#851,Centiskorch,Fire,Bug,Red,Flash Fire,White Smoke,Flame Body ,8,3.0,120.0,100,115,65,90,90,65,525
937,#351,#852,Clobbopus,Fighting,0,Brown,Limber,0,Technician ,8,0.6,4.0,50,68,60,50,50,32,310
938,#352,#853,Grapploct,Fighting,0,Blue,Limber,0,Technician ,8,1.6,39.0,80,118,90,70,80,42,480
939,#335,#854,Sinistea,Ghost,0,Purple,Weak Armor,0,Cursed Body ,8,0.1,0.2,40,45,45,74,54,50,308
940,#336,#855,Polteageist,Ghost,0,Purple,Weak Armor,0,Cursed Body ,8,0.2,0.4,60,65,65,134,114,70,508
941,#241,#856,Hatenna,Psychic,0,Pink,Healer,Anticipation,Magic Bounce ,8,0.4,3.4,42,30,45,56,53,39,265
942,#242,#857,Hattrem,Psychic,0,Pink,Healer,Anticipation,Magic Bounce ,8,0.6,4.8,57,40,65,86,73,49,370
943,#243,#858,Hatterene,Psychic,Fairy,Pink,Healer,Anticipation,Magic Bounce ,8,2.1,5.1,57,90,95,136,103,29,510
944,#238,#859,Impidimp,Dark,Fairy,Pink,Prankster,Frisk,Pickpocket ,8,0.4,5.5,45,45,30,55,40,50,265
945,#239,#860,Morgrem,Dark,Fairy,Pink,Prankster,Frisk,Pickpocket ,8,0.8,12.5,65,60,45,75,55,70,370
946,#240,#861,Grimmsnarl,Dark,Fairy,Purple,Prankster,Frisk,Pickpocket ,8,1.5,61.0,95,120,65,95,75,60,510
947,#033,#862,Obstagoon,Dark,Normal,Gray,Reckless,Guts,Defiant ,8,1.6,46.0,93,90,101,60,81,95,520
948,#183,#863,Perrserker,Steel,0,Brown,Battle Armor,Tough Claws,Steely Spirit ,8,0.8,28.0,70,110,100,50,60,50,440
949,#237,#864,Cursola,Ghost,0,White,Weak Armor,0,Perish Body ,8,1.0,0.4,60,95,50,145,130,30,510
950,#219,#865,Sirfetch'd,Fighting,0,White,Steadfast,0,Scrappy ,8,0.8,117.0,62,135,95,68,82,65,507
951,#366,#866,Mr. Rime,Ice,Psychic,Purple,Tangled Feet,Screen Cleaner,Ice Body ,8,1.5,58.2,80,85,75,110,100,70,520
952,#328,#867,Runerigus,Ground,Ghost,Gray,0,0,Cacophony ,8,1.6,66.6,58,95,145,50,105,30,483
953,#185,#868,Milcery,Fairy,0,White,Sweet Veil,0,Aroma Veil ,8,0.2,0.3,45,40,40,50,61,34,270
954,#186,#869,Alcremie,Fairy,0,White,Sweet Veil,0,Aroma Veil ,8,0.3,0.5,65,60,75,110,121,64,495
955,#345,#870,Falinks,Fighting,0,Yellow,Battle Armor,0,Defiant ,8,3.0,62.0,65,100,100,70,60,75,470
956,#353,#871,Pincurchin,Electric,0,Purple,Lightning Rod,0,Electric Surge ,8,0.3,1.0,48,101,95,91,85,15,435
957,#349,#872,Snom,Ice,Bug,White,Shield Dust,0,Ice Scales ,8,0.3,3.8,30,25,35,45,30,20,185
958,#350,#873,Frosmoth,Ice,Bug,White,Shield Dust,0,Ice Scales ,8,1.3,42.0,70,65,60,125,90,65,475
959,#369,#874,Stonjourner,Rock,0,Gray,0,0,Cacophony ,8,2.5,520.0,100,125,135,20,20,70,470
960,#370,#875,Eiscue,Ice,0,Blue,0,0,Cacophony ,8,1.4,89.0,75,80,110,65,90,50,470
961,#337,#876,Indeedee,Psychic,Normal,Purple,Inner Focus,SynchronizeMale Indeedee,Psychic Surge ,8,0.9,28.0,60,65,55,105,95,95,475
962,#344,#877,Morpeko,Electric,Dark,Yellow,0,0,Cacophony ,8,0.3,3.0,58,95,58,70,58,97,436
963,#302,#878,Cufant,Steel,0,Yellow,Sheer Force,0,Heavy Metal ,8,1.2,100.0,72,80,49,40,49,40,330
964,#303,#879,Copperajah,Steel,0,Green,Sheer Force,0,Heavy Metal ,8,3.0,650.0,122,130,69,80,69,30,500
965,#374,#880,Dracozolt,Electric,Dragon,Green,Volt Absorb,Hustle,Sand Rush ,8,1.8,190.0,90,100,90,80,70,75,505
966,#375,#881,Arctozolt,Electric,Ice,Blue,Volt Absorb,Static,Slush Rush ,8,2.3,150.0,90,100,90,90,80,55,505
967,#376,#882,Dracovish,Water,Dragon,Green,Water Absorb,Strong Jaw,Sand Rush ,8,2.3,215.0,90,90,100,70,80,75,505
968,#377,#883,Arctovish,Water,Ice,Blue,Water Absorb,Ice Body,Slush Rush ,8,2.0,175.0,90,90,100,80,90,55,505
969,#371,#884,Duraludon,Steel,Dragon,White,Light Metal,Heavy Metal,Stalwart ,8,1.8,40.0,70,95,115,120,50,85,535
970,#395,#885,Dreepy,Dragon,Ghost,Green,Clear Body,Infiltrator,Cursed Body ,8,0.5,2.0,28,60,30,40,30,82,270
971,#396,#886,Drakloak,Dragon,Ghost,Green,Clear Body,Infiltrator,Cursed Body ,8,1.4,11.0,68,80,50,60,50,102,410
972,#397,#887,Dragapult,Dragon,Ghost,Green,Clear Body,Infiltrator,Cursed Body ,8,3.0,50.0,88,120,75,100,75,142,600
973,#398,#888,Zacian,Fairy,0,Blue,0,0,Cacophony ,8,2.8,110.0,92,130,115,80,115,138,670
974,#398,#888,Zacian,Fairy,Steel,Blue,0,0,Cacophony ,8,2.8,110.0,92,130,115,80,115,138,670
975,#399,#889,Zamazenta,Fighting,0,Red,0,0,Cacophony ,8,2.9,210.0,92,130,115,80,115,138,670
976,#399,#889,Zamazenta,Fighting,Steel,Red,0,0,Cacophony ,8,2.9,210.0,92,130,115,80,115,138,670
977,#400,#890,Eternatus,Poison,Dragon,Purple,0,0,Cacophony ,8,20.0,950.0,140,85,95,145,95,130,690
978,#---,#891,Kubfu,Fighting,0,Gray,0,0,Cacophony ,8,0.6,12.0,60,90,60,53,50,72,385
979,#---,#892,Urshifu,Fighting,Dark,Gray,0,0,Cacophony ,8,1.9,105.0,100,130,100,63,60,97,550
980,#---,#892,Urshifu,Fighting,Water,Gray,0,0,Cacophony ,8,1.9,105.0,100,130,100,63,60,97,550
981,#---,#893,Zarude,Dark,Grass,Black,0,0,Cacophony ,8,1.8,70.0,105,120,105,70,95,105,600
982,#---,#894,Regieleki,Electric,0,Yellow,0,0,Cacophony ,8,1.2,145.0,80,100,50,100,50,200,580
983,#---,#895,Regidrago,Dragon,0,Green,0,0,Cacophony ,8,2.1,200.0,200,100,50,100,50,80,580
984,#---,#896,Glastrier,Ice,0,White,0,0,Cacophony ,8,2.2,800.0,100,145,130,65,110,30,580
985,#---,#897,Spectrier,Ghost,0,Black,0,0,Cacophony ,8,2.0,44.5,100,65,60,145,80,130,580
986,#---,#898,Calyrex,Psychic,Grass,Green,Unnerve,0,Cacophony ,8,1.1,7.7,100,80,80,80,80,80,500
987,#---,#898,Calyrex,Psychic,Ice,Green,Unnerve,0,Cacophony ,8,1.1,7.7,100,80,80,80,80,80,500
988,#---,#898,Calyrex,Psychic,Ghost,Green,Unnerve,0,Cacophony ,8,1.1,7.7,100,80,80,80,80,80,500
989,#---,#899,Wyrdeer,Normal,Psychic,Gray,Intimidate,Frisk,Sap Sipper ,8,1.8,95.1,103,105,72,105,75,65,525
990,#---,#900,Kleavor,Bug,Rock,Brown,Swarm,Sheer Force,Steadfast ,8,1.8,89.0,70,135,95,45,70,85,500
991,#---,#901,Ursaluna,Ground,Normal,Brown,Guts,Bulletproof,Unnerve ,8,2.4,290.0,130,140,105,45,80,50,550
992,#---,#902,Basculegion,Water,Ghost,Green,Rattled,Adaptability,Mold Breaker ,8,3.0,110.0,120,112,65,80,75,78,530
993,#---,#903,Sneasler,Fighting,Poison,Gray,Pressure,0,Poison Touch ,8,1.3,43.0,80,130,60,40,80,120,510
994,#---,#904,Overqwil,Dark,Poison,Black,Poison Point,Swift Swim,Intimidate ,8,2.5,60.5,85,115,95,65,65,85,510
995,#---,#905,Enamorus,Fairy,Flying,Pink,HealerIncarnate Forme,0,ContraryIncarnate Forme ,8,1.6,48.0,74,115,70,135,80,106,580
